,id,date,ticker,tweet
2977,102978,15/05/2020,DIS, DIS just out      FLORIDA GOVERNOR  AMUSEMENT PARKS CAN SUBMIT REOPENING PLANS
2978,102979,15/05/2020,AAPL, AAPL keep loading up on those puts   
2979,102980,15/05/2020,DIS, DIS if that bad Jesse breaks  109 25 by 4pm we are going to Jupiter      
2980,102981,15/05/2020,AAPL, AAPL Next week we see  295 We hit my  300 target today as I said back at  312 
2981,102982,15/05/2020,BA, BA no one needs new planes   
2982,102983,16/05/2020,BA, BA next week PT  78  EoW 
2983,102984,16/05/2020,NVDA, NVDA breakout on the day chart  What will we see next week  
2984,102985,16/05/2020,AAPL, AAPL this could dip hard all eyes on China  
2985,102986,16/05/2020,TSLA, TSLA can you hear that cash burning    
2986,102987,16/05/2020,CCL, CCL   Carnival Cruise Line announced earlier this month it will start cruising again beginning in August to Caribbean destinations from Florida and Texas      
2987,102988,18/05/2020,AAPL, AAPL Taking a little breather before next leg up   
2988,102989,18/05/2020,CCL, CCL Upgrades are very soon        No crystal ball  but today Moderna positive vaccine news followed by Oxford and Pfizer in next week 
2989,102990,18/05/2020,WMT, WMT        Great company I have faith tomorrow we are gonna beat
2990,102991,18/05/2020,BA, BA any pull back tomorrow    Or we will keep rocket    Like last time we went to 180 in 3 days
2991,102992,19/05/2020,TSLA, TSLA  Nobody in their right mind would sell this company  It s the only company that can survive a crash  If anything people will dump all their money in this stock          
2992,102993,19/05/2020,NFLX, NFLX is at peak  Should go down anytime     It should go down to 300s or less anytime soon  Good App but definable Overrated stock 
2993,102994,19/05/2020,WMT, WMT Cramer says possibly double digit quarter      I like him entertaining and all but that means they missed rite  Still holding calls   god speed to us all     
2994,102995,19/05/2020,CCL, CCL NYSE CCL CARNIVAL CORP     Leaving Port    After been battered down by the COVID crisis  cruise operator CCL is sh
2995,102996,19/05/2020,WMT, WMT exciting night      heavy thunderstorms outside  moist  
2996,102997,19/05/2020,WMT, WMT  133 plus atm          Let s keep it going   
2997,102998,19/05/2020,WMT, WMT I got it yesterday at  126     
2998,102999,19/05/2020,TSLA, TSLA If no noise we would see  830 today    
2999,103000,19/05/2020,WMT, WMT  looks like this is the   to ride on this Tuesday morning 
3000,103001,19/05/2020,WMT, WMT don t sell  Make the bears   pay 
3001,103002,19/05/2020,HD, HD this will continue to 300 imo by summer    they will only get busier as more construction and local handyman contractors go back to full time work  Even with CV in effect still had great revenue beat  EPS only hit from helping their employees     
3002,103003,19/05/2020,TSLA, TSLA hedge funds buying HUGE amounts of calls for 5 22 expiration  BATTERY DAY coming      
3003,103004,19/05/2020,AMZN, AMZN You think we ll hit     
3004,103005,19/05/2020,NVDA, NVDA Ride the momentum  Stop   thinking so much
3005,103006,19/05/2020,WMT, WMT   told ya hope you sold at 133 like me   if wmt touches 127 I ll buy 1000 contracts   Let s get this bread     
3006,103007,19/05/2020,BA, BA I come to believe Rocket emoji is bad luck Boeing so I will use    
3007,103008,19/05/2020,FB, FB in for calls on dip after news  I like the catalyst a lot   
3008,103009,19/05/2020,BABA, BABA sold my 210 calls and brough 225 instead  Lower my risk and taking profits  Great run expecting more still   
3009,103010,19/05/2020,TSLA, TSLA this piece of   will be 700 by Friday  load them puts up
3010,103011,19/05/2020,BABA, BABA it deserves 300    they have done hardwork  
3011,103012,20/05/2020,AAPL, AAPL looking for a correction  Double top  Shooting star        I m bearish  We ll see what happens this week  There s no divergence though   
3012,103013,20/05/2020,LOW, LOW was really hoping for 130 today heck right now I hope it goes back up to 125   My calls expire Friday 
3013,103014,20/05/2020,TSLA, TSLA Don t worry guys  I m a bear on this  so it ll be going up  This is the only trade I ve lost on recently    
3014,103015,20/05/2020,TSLA, TSLA another pump and dump  I m sure you bulls will continue to hold just in case this thing moons for no reason  
3015,103016,20/05/2020,AAPL, AAPL good pop but sorry I am not dump to take it long here   
3016,103017,20/05/2020,LOW, LOW  BTO LOW 135C   05 5 22  15contracts  for a swing  
3017,103018,20/05/2020,NFLX, NFLX uh oh  wake up bears  we bout to take over  
3018,103019,20/05/2020,BA, BA isn t really going up with the market today  Showing relative weakness  Does this mean Traders will take profits      
3019,103020,20/05/2020,BA, BA yesssss keep on coming downnnnnnnnn    
3020,103021,20/05/2020,TSLA, TSLA nasdaq is the only reason anything is green       
3021,103022,20/05/2020,TSLA, TSLA short closed 1 2k profit  holding june put until EOD deep pull back  
3022,103023,20/05/2020,BABA, BABA Green light sabers baby   GAGA 4 BABA       
3023,103024,20/05/2020,FB, FB Where are the  s who told me to sell this at  150          I told you  s  you can t cuck the Zuck 
3024,103025,20/05/2020,FB, FB A message to the shorts bears      
3025,103026,20/05/2020,BABA, BABA thank you shorts for the extra shares  
3026,103027,20/05/2020,BABA, BABA people on here are funny spouting any reason to take a company down   See the news comes out and everyone flee  yet if you read it carefully it states exactly what is going to happen to delist     could take years  Let s focus on earnings  
3027,103028,20/05/2020,DIS, DIS Disney is only 8  off pre corona SP   
3028,103029,20/05/2020,AMZN, AMZN There it is    AMZN just hit  2 500 for the first time ever      On the close too 
3029,103030,20/05/2020,AMZN, AMZN so happy I got in at 1700  
3030,103031,21/05/2020,TSLA, TSLA 1000  Due after that 100     1 10 split   
3031,103032,21/05/2020,DIS, DIS when u richer than Walt Disney and Walt Chamberlain     
3032,103033,21/05/2020,FB, FB still have 6 out of my original 45      220 calls for tomorrow       
3033,103034,21/05/2020,NFLX, NFLX sell your call for a loss already  
3034,103035,21/05/2020,BA, BA     patience friends this going to be long trip  
3035,103036,21/05/2020,AAPL, AAPL Still holding calls since last Friday  
3036,103037,21/05/2020,LOW, LOW looks like this is the safe play for the day       
3037,103038,21/05/2020,TSLA, TSLA just sold first call and bought first put to hedge calls  swing position  that are up very nicely on that pop   
3038,103039,21/05/2020,TSLA, TSLA bought the dip at 802   
3039,103040,21/05/2020,AAPL, AAPL i was hoping this will close under 312 today  
3040,103041,21/05/2020,NVDA, NVDA why would this move it had a huuugggeee run into earnings    
3041,103042,21/05/2020,NVDA, NVDA Pre earnings run up was when the money   was made  Priced in
3042,103043,21/05/2020,AMZN, AMZN the down move is not going to stop   s re  
3043,103044,21/05/2020,FB, FB could we just go full Shopify lol   tall ask I know but that would be great  
3044,103045,21/05/2020,BA, BA any word from Warren Buffett   hahaha  
3045,103046,22/05/2020,BABA, BABA   Nice drop this morning  I said it bull trap for those who had calls since yesterday     
3046,103047,22/05/2020,BA, BA down day tomorrow  hang seng dropped 5  with China tension  I ll be back Tuesday   enjoy the long weekend  
3047,103048,22/05/2020,BABA, BABA Asian markets burning   tonight  Hang Seng Down now 1247
3048,103049,22/05/2020,TSLA, TSLA Alright bears  how are we feeling today   
3049,103050,22/05/2020,BABA, BABA lol inflated untrustworthy earnings here have never moved the stock price    
3050,103051,22/05/2020,HD, HD looks bullish on the 4H  
3051,103052,22/05/2020,FB, FB might get some jitters here as Dow is turning bullish right now  When it does FB will get  
3052,103053,22/05/2020,TSLA, TSLA      Tesla is like  Apple 20 years ago   Morgan Stanley says   Business Insider  
3053,103054,22/05/2020,DIS, DIS Bulls theory   If it pushes the X index up then it will surpass the Y vertical candle blah  blah  blah      Translation  it might go up or it might go down 
3054,103055,22/05/2020,FB, FB left my calls in my space n come over to FB   lol
3055,103056,22/05/2020,BABA, BABA correction on earnings its 1 BILILION dollars in losses for the quarter not million  
3056,103057,22/05/2020,BABA, BABA official out of this  Trump has done   his job 
3057,103058,22/05/2020,NVDA, NVDA Early dump   then one last squeeze and then falls off a cliff 1hr b4 close  If not  o well still made money this week  
3058,103059,22/05/2020,TSLA, TSLA ready for this    going to close green 
3059,103060,22/05/2020,FB, FB love to see solid movement upwards   I was scared a little around 9 30 10 am but fb shops will make this a  350 stock  Open YA EYES PEOPLE  This ain t 1960 anymore
3060,103061,22/05/2020,BABA, BABA Gotta flow with the trend  Solid short today    
3061,103062,22/05/2020,NVDA, NVDA  intraday all time high and an all time high close   
3062,103063,22/05/2020,TSLA, TSLA When this goes down to low  200 s in late July or early August  I will hire the past three world strongest man winners to carry my       for me  It may dip below  200  but I am not greedy 
3063,103064,23/05/2020,TSLA, TSLA bought some puts 3 00 pm today  Holding over the weekend  I like volatility  
3064,103065,23/05/2020,FB, FB remember when Facebook was  199 and the      here said it s going back down to 149 
3065,103066,23/05/2020,TSLA, TSLA Tesla is still a nice stock but   YOU SUCK ELON IMO     MY STIMULUS CHECK    
3066,103067,25/05/2020,AAPL, AAPL China loved the Huawei news and they will love this    super bullish     right    
3067,103068,26/05/2020,AAPL, AAPL Round 2 today  told y all the gap up would pay  
3068,103069,26/05/2020,AAPL, AAPL scale out more up 35  from alert  
3069,103070,26/05/2020,AAPL, AAPL bulls saw that ATH and thought it was payday   hilarious
3070,103071,26/05/2020,CCL, CCL Meet me on the pool deck bar  I m good with any carnival ship  Cheers     
3071,103072,26/05/2020,NVDA, NVDA u guys promised me 400 today    
3072,103073,27/05/2020,AAPL, AAPL trump to hit China with sanctions this week     
3073,103074,27/05/2020,CCL, CCL Futes up 1    CCL up 8     I love it    
3074,103075,27/05/2020,JPM, JPM It s gonna be a beautiful day   
3075,103076,27/05/2020,AAPL, AAPL I ll see you guys under  300   
3076,103077,27/05/2020,JPM, JPM   100 is like buying Facebook at 100   
3077,103078,27/05/2020,AMZN, AMZN bag of weekly puts this morning    2300 by Friday or before     
3078,103079,27/05/2020,BRK.B, BRK B keep going up   
3079,103080,27/05/2020,AAPL, AAPL dumping on good news  What it will do when China sanctions news hits   
3080,103081,27/05/2020,AAPL, AAPL Congratulations OP  We did it again      
3081,103082,27/05/2020,FB, FB these puts it printing money  
3082,103083,27/05/2020,TSLA, TSLA call me greedy but I want one last dip to load up more calls before launch        
3083,103084,27/05/2020,FB, FB  this what hurt us this morning   
3084,103085,27/05/2020,MSFT, MSFT will pass 188  I dont think so 
3085,103086,27/05/2020,TSLA, TSLA get in before battery  look up vehicle to grid  
3086,103087,27/05/2020,CCL, CCL 100    this will hit 20 no doubt hold the line and B patient              
3087,103088,27/05/2020,KO, KO ya y all strong until another wave come through   Congrats bulls tho  
3088,103089,27/05/2020,TSLA, TSLA Next attempt to launch   on Saturday at 12 22pm PST   3 22pm EST  This was why I bought shares versus calls 
3089,103090,27/05/2020,BA, BA Huston we have a liftoff      Breaking out 
3090,103091,27/05/2020,FB, FB   215 tomorrow   Regulation coming  Launch   cancelled  This will go up  250  But not tomorrow
3091,103092,27/05/2020,SBUX, SBUX get ready to get punished bears              
3092,103093,27/05/2020,AAPL, AAPL small caps are the move    and of course apple
3093,103094,27/05/2020,BABA, BABA you re right  maybe I should leave BABA alone  I ll pick on JD next time    10k Posts and never touched the Bear tag  Short or Put never as I do well my own way  GL  I ll be back at  188 to say I told you so
3094,103095,28/05/2020,TSLA, TSLA 830 resistance being re tested often proves that the bulls have the power  Bears stubborn enough to hold will lose not just your capital but probably your house too   
3095,103096,28/05/2020,JNJ, JNJ nice nice    Sold my calls a bit too early still a very decent return in just 2 days  
3096,103097,28/05/2020,BA, BA This is a  389 stock buy buy buy   
3097,103098,28/05/2020,DIS, DIS not letting it drop below  118  
3098,103099,28/05/2020,TSLA, TSLA hasn t moved in such a narrow range like this since last December        i m still eyeing Breakout in the  900 range
3099,103100,28/05/2020,BA, BA I can t believe the bears actually think it s going to close under  150 and settle at about  144     
3100,103101,28/05/2020,CCL, CCL quite the bounce off 16    
3101,103102,28/05/2020,CCL, CCL bought the dip at  16 10        
3102,103103,28/05/2020,TSLA, TSLA Wouldn t it be nice if Powell would press the wrong button for a moment and sell the ETFs now  
3103,103104,28/05/2020,DIS, DIS when I see mostly bullish posts here its time to buy puts  
3104,103105,28/05/2020,TSLA, TSLA I wonder when Elon starts dumping shares so he can exercise all these options   he has to hold for 5 years and put up a ton of money
3105,103106,28/05/2020,JPM, JPM don t fight it just go sub 100  
3106,103107,29/05/2020,TSLA, TSLA This POS freaks me out  This is overvalued and no we won t go higher  How often do you want to try   
3107,103108,29/05/2020,WMT, WMT officially the worst pos ever   still long tho
3108,103109,29/05/2020,TSLA, TSLA did this stock even open this week       
3109,103110,29/05/2020,BABA, BABA why the f ck is this going up  is any one thinking orange is going to be anything less than brutal to good ol China  I dont get it  I was expecting my short to be juicy by now   
3110,103111,29/05/2020,BA, BA 130s baby     I want to start my long position for the summer
3111,103112,29/05/2020,JPM, JPM weird pump on SPY on bad news but ok   EOD selloff and we are back in business  
3112,103113,29/05/2020,PYPL, PYPL love the vision as well as the company stock    I m following the fin tech industry  and what Paypal is doing at the moment is the future  
3113,103114,29/05/2020,BABA, BABA Sherry stoped posting on BABA board   wait till we have a red day   
3114,103115,29/05/2020,NFLX, NFLX yup I m ready for 450   
3115,103116,29/05/2020,TSLA, TSLA  DOES ANYONE KNOW WEN IS THE UPCOMING BATREY DAY    
3116,103117,30/05/2020,TSLA, TSLA Tesla paid for this groovy hot tub   Thanks Elon     
3117,103118,30/05/2020,TSLA, TSLA   UK    wants a Tesla GF5      No problem show me the money UK      
3118,103119,30/05/2020,TSLA, TSLA glad I held   looking for a gap up Monday 
3119,103120,30/05/2020,TSLA, TSLA the 900  calls always a good play when bulls out   
3120,103121,30/05/2020,AAPL, AAPL super cycle s done  fam  it s over
3121,103122,30/05/2020,TSLA, TSLA right back up there August 30th      
3122,103123,30/05/2020,TSLA, TSLA Congratulations    beautiful launch    1k Monday
3123,103124,30/05/2020,TSLA, TSLA if today was Monday  this would   to 1000      
3124,103125,30/05/2020,TSLA, TSLA SpaceX launch was incredible to watch  looking forward to the future of the United States of America       
3125,103126,01/06/2020,AAPL, AAPL we ll rested and ready to run  
3126,103127,01/06/2020,AAPL, AAPL news just dropped that Schultz  Acquisition is merging with Clever Leaves cannabis company  bringing them public    Get in on the warrants while they re low  Ticker is SAMA   
3127,103128,01/06/2020,TSLA, TSLA Man stop fighting and let it RIIIIIIDE                1020  this week
3128,103129,01/06/2020,TSLA, TSLA It s ok short turds  the next scam demic you ll be able to cover your shares  
3129,103130,01/06/2020,TSLA, TSLA Called 900      close enough 
3130,103131,01/06/2020,TSLA, TSLA who s arguing with me yesterday    some bears were saying  800 open  Where are they now   
3131,103132,02/06/2020,TSLA, TSLA  Twitter is going through legal trouble    Not a bad idea   
3132,103133,02/06/2020,TSLA, TSLA no more crazy tweet from Elon for a while      must be disappointed 
3133,103134,02/06/2020,AMZN, AMZN Sell high buy low    rinse and repeat      
3134,103135,02/06/2020,MSFT, MSFT lol    all the bulls out in full force today    can t wait to see their sad little faces when this gets kicked down and pinned to 183 once again  
3135,103136,02/06/2020,TSLA,  TSLA if we don t hear any negative noisy we would see  1000 within one week     
3136,103137,02/06/2020,TSLA, TSLA People trying their best to hold this down      
3137,103138,02/06/2020,BA, BA who else is making bank on the  160 06 05 calls   
3138,103139,02/06/2020,NFLX, NFLX patience and waiting for my 450 squeeze don t fail me   
3139,103140,02/06/2020,BABA, BABA where s the bears HAHAHAHA calls baby calls call me maybe   
3140,103141,02/06/2020,AMZN, AMZN for such a high price stock  I expect bigger moves up  What is this flat nonsense  A stock split would be nice   
3141,103142,02/06/2020,TSLA, TSLA might see green   Never know  
3142,103143,02/06/2020,FB, FB re entered in at 227 90 with some more calls  
3143,103144,02/06/2020,TSLA, TSLA let s go green time baby     
3144,103145,02/06/2020,CCL, CCL I m gonna just leave this here for all the bears   to remember   Winning
3145,103146,02/06/2020,TSLA, TSLA i am sorry but this is going down  
3146,103147,02/06/2020,HD, HD bullish on this but ex div date tomorrow going down some  then I will get back in   
3147,103148,02/06/2020,BABA, BABA You gotta love the dip in Baba  Still holding 10 calls  This is my sixth week holding  Ain t easy but we Baba bulls are getting stronger and stronger  
3148,103149,02/06/2020,KO, KO Ok this is where it happens   
3149,103150,03/06/2020,HD, HD added 2 mins prior to close  Looks like a breakout of consolidation  Tomorrow is going to be heavy    here if market holds support 
3150,103151,03/06/2020,XOM, XOM Oil is up  BP is up and XOM will today   
3151,103152,03/06/2020,PFE, PFE welp that was my target and I m still here     
3152,103153,03/06/2020,BA, BA thank you guys    just doubled my account balance          those  160 June 5 calls were a true blessing
3153,103154,03/06/2020,BA, BA falllll please falll so I don t regret missing this for the rest of my life   
3154,103155,03/06/2020,BABA, BABA sold 3 4 position here at 2 75 from  60 entries  My avg was  90 though due to betting on ER     
3155,103156,03/06/2020,BABA, BABA congrats fellow bulls  Quick 500  gain on June 19 210 calls  caught them at 200  each now worth 1k 
3156,103157,03/06/2020,BA, BA non stop    on the way to 185 
3157,103158,03/06/2020,DIS, DIS If you bought Exxon  XOM  right now  it s be like buying Disney at 100  just saying  Have a look around   
3158,103159,03/06/2020,TSLA, TSLA fighting to hold green  Butbots looming tired   BTD Bulls   
3159,103160,03/06/2020,BA, BA got more calls on the dip timed it perfect   
3160,103161,03/06/2020,BA, BA it looks like will be touching  200 very soon  
3161,103162,03/06/2020,TSLA, TSLA watching paint dry and the movie  how to kill options    
3162,103163,03/06/2020,TSLA, TSLA Going to take a big dookie  
3163,103164,03/06/2020,BA, BA  who still waiting on that dip     
3164,103165,03/06/2020,FB, FB Red all day during an excellent green day smh 
3165,103166,03/06/2020,BA, BA bought this call a little late  hopefully it opens at  180 tomorrow  
3166,103167,03/06/2020,BA, BA I bought my 12 year old daughter Boeing at 124   
3167,103168,03/06/2020,BA,93  on  BA today  Might buy tomorrow  1 Contract  before the market open for a day trade      
3168,103169,04/06/2020,BRK.B, BRK B My turtle is doing well   Warren not making a move worries me tho   
3169,103170,04/06/2020,TSLA, TSLA The new software updates stop at red lights and stop   signs now for a few weeks  Loving   it so much
3170,103171,04/06/2020,BA, BA lol someone bought  16m worth of shares after hours crazy    
3171,103172,04/06/2020,CCL, CCL just let the hope be known     there s better days to come to all
3172,103173,04/06/2020,BA, BA July 17 200c   for the win  
3173,103174,04/06/2020,BA, BA    How ya like my advice now     In at 125 average   See ya at 300 by Christmas     
3174,103175,04/06/2020,TSLA, TSLA There are some snipers  at  894  We need drones to destroy them        
3175,103176,04/06/2020,BA, BA CHEARS FOR ALL THOSE WHO SAID BA WILL GO BANKRUPT MAY YOUR SOUL RIP 
3176,103177,04/06/2020,BA, BA measured move will be 196 into close before end of day     
3177,103178,04/06/2020,AMZN, AMZN going to close real strong   
3178,103179,04/06/2020,TSLA, TSLA shorts grill time will come     soon
3179,103180,04/06/2020,AAPL, AAPL break even 312       expires tomorrow I ll be sleep while my lotto ticket cooks for that morning sir you were right
3180,103181,04/06/2020,TSLA, TSLA those 0 74 850 puts printed 380  return on drip  Lol      
3181,103182,04/06/2020,BA, BA my think or swim looks like a whole mess tryna desperately find a reason for this to still go up tmrrw lol best I can do is throw it in a wedge and ignore the sell signals   no selling  Lol
3182,103183,05/06/2020,WMT, WMT So glad mom and Pop are opening so I can leave this big box douche store     
3183,103184,05/06/2020,BA, BA never made this much cash in one week      
3184,103185,05/06/2020,BA, BA  250 in a week or what    
3185,103186,05/06/2020,BA, BA good morning guys  let s make this money   I called it last night  over  200 shortly
3186,103187,05/06/2020,BA, BA shorts spreading rumors for weeks now eat S  T        Run and cover  Short squeeze           
3187,103188,05/06/2020,BA, BA sitting pretty here also lol   huge wins this week
3188,103189,05/06/2020,BA, BA obviously everything will rebound   eventually   what a catch  
3189,103190,05/06/2020,BA, BA these calls are printing             
3190,103191,05/06/2020,JPM,Big rotation into Value stocks etc   JPM up nicely  my dad is happy 
3191,103192,05/06/2020,CCL, CCL good bye shorts you re fried better cover STAT or you ll grabbing your ankles   This will be an EPUC SQUEEEZE      
3192,103193,05/06/2020,BA, BA I spent my stimulus check on boeing now it s almost worth 2 stimulus checks3 
3193,103194,05/06/2020,BA, BA I feel so Bad for shorts  Let goo         holding from 125   
3194,103195,05/06/2020,BA, BA can t believe my eyes  feels just like yesterday I was buying at below 130  I m not selling until this hits at least 400 
3195,103196,05/06/2020,BA, BA 226 then 240s  After that say hello to 300s  
3196,103197,05/06/2020,BA, BA the options don t even go about  215 for this week   
3197,103198,05/06/2020,BA, BA This will be over  250  was trading 315 347  looking 250 270 as new norm till they get back on solid ground   
3198,103199,05/06/2020,TSLA, TSLA battery day cancelled    Lol   gl bulls
3199,103200,05/06/2020,BA, BA lol and I never thought I will be able to buy more        
3200,103201,05/06/2020,AAPL, AAPL will have a epic drop    I gonna hold my 325 puts    Hehehe 
3201,103202,05/06/2020,BA, BA Made me a little bit nervous there you silly goose  
3202,103203,05/06/2020,BA, BA buy today before you get burned pre market on Monday      
3203,103204,05/06/2020,BA, BA LMFAO   the people who bought at 215   
3204,103205,05/06/2020,CCL, CCL wait till they fire the thrusters     
3205,103206,05/06/2020,BA, BA let s close today   210   
3206,103207,06/06/2020,BA, BA did it y all got those shorts  
3207,103208,08/06/2020,AAPL, AAPL Buy buy buy    to anada all time high       
3208,103209,08/06/2020,BA, BA just went Bullish  if this thing collapses again I m gonna be pissed  come on      
3209,103210,08/06/2020,TSLA, TSLA looks very good  We have a chance to clinch  1000 in this week       
3210,103211,08/06/2020,BA, BA Remember ladies and gentlemen  we re even ahead of schedule  
3211,103212,08/06/2020,BA, BA up 338  this month because of this stock      
3212,103213,09/06/2020,CCL, CCL all these bears getting killed    why fight the trend       
3213,103214,09/06/2020,TSLA, TSLA Ron Baron tomorrow    stay tuned everyone  
3214,103215,09/06/2020,TSLA, TSLA easily ATH tomorrow   probably gonna run over  1k due to Barron speaking and possible battery day news  Get in before the fomo 
3215,103216,09/06/2020,TSLA, TSLA the calm before the storm       hold on bears this one is going to hurt even more
3216,103217,09/06/2020,BA, BA yup  ima take a nap on this one  Seemed to have worked before  
3217,103218,09/06/2020,BA, BA what part of the feds having our back dont you understand       
3218,103219,09/06/2020,TSLA, TSLA god bless you Ron Baron for your pumpaholic interview   
3219,103220,09/06/2020,BA, BA hope no one shorted at 223     
3220,103221,09/06/2020,TSLA, TSLA def want this to push up to 1K  Buy under 950  
3221,103222,09/06/2020,AMZN, AMZN wow 20 000 30 000 retail store closing next 12 months  I wonder who will benefit  
3222,103223,09/06/2020,AAPL, AAPL I never understood why people short a high quality stock in a bull market   
3223,103224,09/06/2020,WMT, WMT trash company   cannot present itself with a decent Green Day regardless of market runs  Short it 
3224,103225,09/06/2020,MSFT, MSFT also if you are holding for long term they are paying dividends this month 
3225,103226,09/06/2020,TSLA, TSLA looking for 957 retest then ath retest then 1080  
3226,103227,09/06/2020,CCL, CCL Mega Cash is on the way   Buy as much as you can on the dip         
3227,103228,09/06/2020,CCL, CCL out of nowhere the bears come out from hiding  once the stock goes back up they gonna vanish again   nothing new     
3228,103229,09/06/2020,TSLA, TSLA Can we dip it down a little so I can buy more    
3229,103230,09/06/2020,BA, BA my options are getting burnt  
3230,103231,09/06/2020,BA, BA Powell forgot to hit the buy button before the Fed meeting today    he will make it up tomorrow  He promised   JK
3231,103232,09/06/2020,FB, FB here we go  bruce buffers voice             
3232,103233,09/06/2020,TSLA, TSLA dont worry Elon fanboys   This gaps over 1000 for tomorrow  Hope you all bought the dip       
3233,103234,09/06/2020,TSLA, TSLA It s hit the proverbial brick wall   
3234,103235,10/06/2020,MSFT, MSFT Good thing for cheap commissions    Hit the 7 10 call flow
3235,103236,10/06/2020,AAPL, AAPL moment of truth tomorrow boys and girls  Lets hit  350 
3236,103237,10/06/2020,CCL, CCL puts gonna look even better than yesterday  
3237,103238,10/06/2020,MSFT, MSFT 200 next week is very likely  
3238,103239,10/06/2020,CCL, CCL now the harbour light is calling  this will be our last goodbye  for the carnival is over  we may never meet again   
3239,103240,10/06/2020,TSLA, TSLA just waiting for Elon to open his mouth      
3240,103241,10/06/2020,TSLA, TSLA will close under 1000 and will retest 920 before EOW     
3241,103242,10/06/2020,BA, BA remember what I said   My put was 230                 
3242,103243,10/06/2020,BA, BA Back to 120    Lol   
3243,103244,10/06/2020,AMZN, AMZN perfect setup for a squeeze hold on tight   
3244,103245,10/06/2020,JPM, JPM 113 108 in just two red day  not even a pullback  Set your stop losses tight  
3245,103246,10/06/2020,TSLA, TSLA bears no pain will be at 130 next week after 1 10 split      
3246,103247,10/06/2020,TSLA,Get those  TSLA puts while you still can  
3247,103248,10/06/2020,BRK.B, BRK B buy at 190  and hold with no regrets   
3248,103249,10/06/2020,TSLA, TSLA Got a few  945 calls yesterday  Sold right at the open today  Dang it  Now holding  995 puts for next Friday expiration   
3249,103250,10/06/2020,TSLA, TSLA   going  1000       How many SL going to trigger 
3250,103251,10/06/2020,XOM, XOM my puts are up 100  today  I m holding 
3251,103252,10/06/2020,BA, BA selling is whats only happening now  big guys are just watching  ride the trade  just ride and get out  you re welcome  
3252,103253,10/06/2020,MSFT, MSFT 200  by EOW   Calls up 450      
3253,103254,10/06/2020,BA, BA To all those that thought this could go higher on the basis of hype       Welcome to the stock marker where you have to do analysis and stay on top of news    
3254,103255,10/06/2020,BA, BA be back at 170 before you know it  Thank me later   
3255,103256,10/06/2020,TSLA, TSLA  great make a grip today and I won t be able to sleep watching futures  
3256,103257,10/06/2020,TSLA, TSLA this is just the beginning   
3257,103258,11/06/2020,TSLA, TSLA How are people still bearish on this    Bears are delusional     
3258,103259,11/06/2020,BA, BA bulls know that tomorrow is a red day for them    I give you lil advice my fellow bullish people      You better tomorrow morning have some good sleep don t wake up until bears will cash out     
3259,103260,11/06/2020,FB, FB play quick put in AM   
3260,103261,11/06/2020,JPM, JPM Only puts I bought is this  hopefully some balance over my long calls 
3261,103262,11/06/2020,CCL, CCL what a beautiful sight to wake up to   
3262,103263,11/06/2020,BA, BA seems like Saudi wealth fund is selling    
3263,103264,11/06/2020,DIS, DIS it broke  120      Puts initiated     
3264,103265,11/06/2020,BA, BA wow looks like I shorted the top   Still holding  this should be 150 soon
3265,103266,11/06/2020,AAPL, AAPL Don t be surprised when it goes green  
3266,103267,11/06/2020,TSLA, TSLA Dip getting bought up like hot cakes  
3267,103268,11/06/2020,BABA, BABA glad to have this dip to buy some Oct calls  Sold mine for a 30  profit days ago  now re entered  
3268,103269,11/06/2020,AAPL, AAPL if she holds      her leg up would be fueled by bear  
3269,103270,11/06/2020,CCL, CCL bet so many of you are bag holders  
3270,103271,11/06/2020,TSLA, TSLA BUT BUT BUT    Futures are about to limit down          
3271,103272,11/06/2020,BABA, BABA Alibaba dip is the best dip  I said it before  I m gonna say it again  
3272,103273,11/06/2020,BA, BA Just sell and buy back later   Don t try to catch a falling knife lol  
3273,103274,11/06/2020,BABA, BABA Bears   start cheering everytime they see even a little red  Live it up bears  this won t last for long        
3274,103275,11/06/2020,SBUX, SBUX bulls are delusional listening to cramer   
3275,103276,11/06/2020,BA, BA My 175 put june 12th looking juicy rn 
3276,103277,11/06/2020,BA, BA cheers to everyone who sold yesterday    another gap down tom  its not yet done 
3277,103278,11/06/2020,HD, HD thank goodness for stop losses  
3278,103279,11/06/2020,BA, BA how are the robin hooders today      
3279,103280,11/06/2020,BA, BA i hope the market thank the ground so I can buy back and make what I lost    
3280,103281,11/06/2020,WMT, WMT loving this have my put going up in premium so as soon as this drops even more gains  
3281,103282,11/06/2020,CCL, CCL YEEEESSSSSS     Margin calls give me that forced liquidation      
3282,103283,11/06/2020,BA, BA puts are PRINTING opening sub 170 tomorrow  
3283,103284,11/06/2020,TSLA, TSLA Will be back up to 1000  range by EOD  just picked up 75 shares  
3284,103285,11/06/2020,CCL, CCL more to bleed   out  Waiting for reentry
3285,103286,11/06/2020,BA, BA hate to say i told you so  but I told you so        
3286,103287,11/06/2020,FB, FB who else shorted FB today   
3287,103288,11/06/2020,BAC, BAC I mean  they could put this back to 25 by close today but if not that is one seriously ugly candle  
3288,103289,11/06/2020,BA, BA imagine all the suckers that bought 250  300 calls think   they ll be rich from BA  now left holding a big bag of steaming poo 
3289,103290,11/06/2020,BA, BA anyone seen that sherry woman around    
3290,103291,11/06/2020,HD, HD Should I hold or take profit    
3291,103292,11/06/2020,BA, BA will this landslide continue mondayy    
